utm_campaign,condition,facultyShown,peerCounts
AC-fc085060-c686-4777-a292-9016de0898c6,control,,"[""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame"",""University of Southern California"",""University of Virginia"",""Graduate Center, CUNY"",""University of Arizona"",""University of Illinois Chicago"",""University of Utah"",""Vanderbilt University"",""Washington University in St. Louis"",""Michigan State University"",""University of Colorado Boulder"",""Emory University"",""North Carolina State University""]"
AC-43a0a0b3-8ff5-46f8-8fa7-cc6abf800c42,control,,"[""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""University of South Carolina"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University""]"
AC-e222f4f7-8809-46ff-91b4-c00baec12f84,control,,"[""University of Florida"",""University of Georgia"",""University of Iowa"",""University of Massachusetts Amherst"",""Brandeis University"",""University of Connecticut"",""University of Oregon"",""University of Pittsburgh"",""Boston College"",""Louisiana State University"",""Rensselaer Polytechnic Institute"",""Tufts University"",""University of California, Riverside"",""University of Kansas"",""University of Tennessee"",""Florida State University"",""Iowa State University"",""Syracuse University"",""Tulane University"",""University of California, Santa Cruz"",""University of Nebraska-Lincoln"",""Auburn University"",""Case Western Reserve University"",""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""University of South Carolina"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma""]"
AC-212a6b4b-dd3e-49f9-b1b4-024b2c782794,control,,"[""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AC-e33fbc60-feec-4b76-9f43-3d6999d52f3b,control,,
AC-2d315cd0-330c-4786-bd88-436cf0cf523b,control,,"[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AC-b368be2f-e69a-4af1-839a-20018fae9958,control,,"[""Massachusetts Institute of Technology"",""Princeton University"",""Harvard University"",""Stanford University"",""University of California, Berkeley"",""University of Chicago"",""University of California, Los Angeles"",""California Institute of Technology"",""New York University"",""Yale University"",""Columbia University"",""University of Michigan"",""University of Texas at Austin"",""Brown University"",""Cornell University"",""Duke University"",""Northwestern University"",""University of Pennsylvania"",""Carnegie Mellon University"",""Georgia Institute of Technology"",""Georgetown University"",""Johns Hopkins University"",""University of California, San Diego"",""University of Illinois Urbana-Champaign"",""University of Maryland, College Park"",""University of Minnesota"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of Washington"",""Rice University"",""Stony Brook University"",""University of California, Davis"",""University of North Carolina at Chapel Hill"",""Indiana University Bloomington"",""Texas A&M University"",""University of California, Irvine"",""Pennsylvania State University"",""Purdue University"",""University of California, Santa Barbara"",""University of Notre Dame""]"
AC-09e1bce4-c5d5-4548-aeb8-7c433da040a3,control,,
AC-517a3d8f-d34b-4b32-bffc-f194919aaed3,control,,"[""Case Western Reserve University"",""Temple University"",""University of Delaware"",""University of Kentucky"",""University of Rochester"",""Clemson University"",""Colorado State University"",""University of Miami"",""University of South Carolina"",""George Mason University"",""George Washington University"",""Kansas State University"",""Oregon State University"",""Florida International University"",""University of Alabama"",""University of Houston"",""University of New Mexico"",""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno""]"
AC-ae74de6b-85a3-4c6d-ba02-784b5c5dde8b,control,,"[""University of Oklahoma"",""Drexel University"",""Oklahoma State University-Stillwater"",""University at Buffalo"",""Baylor University"",""Binghamton University"",""University of Alabama at Birmingham"",""Colorado School of Mines"",""New Jersey Institute of Technology"",""Texas Tech University"",""University of Cincinnati"",""University of New Hampshire"",""University of Texas at Dallas"",""Washington State University"",""Wayne State University"",""University at Albany, SUNY"",""University of Arkansas"",""University of Maryland, Baltimore County"",""Utah State University"",""University of Central Florida"",""University of Hawaii at Manoa"",""University of Mississippi"",""University of Wisconsin-Milwaukee"",""University of Nevada, Reno"",""Georgia State University"",""Kent State University"",""Montana State University"",""University of Colorado Denver"",""University of Memphis"",""University of Montana"",""University of South Florida"",""Virginia Commonwealth University"",""West Virginia University"",""Ohio University"",""University of Louisville"",""University of Maine"",""University of Nevada, Las Vegas"",""University of North Texas"",""University of Texas at Arlington"",""Mississippi State University"",""Old Dominion University"",""University of Denver"",""North Dakota State University"",""University of Louisiana at Lafayette"",""University of Texas at El Paso"",""University of Texas at San Antonio"",""University of Southern Mississippi""]"
